feature_idx,C_score,C_mean_pos,C_mean_neg,C_entropy,Q_score,Q_mean_pos,Q_mean_neg,Q_entropy,output_output_score,output_prob,output_rank,output_steering_scale,output_top_token_ids,output_top_tokens,output_prompt
75746,-6.649764145549852e-06,0.0,0.0043626478873193,-0.0,2.6083032935275696e-05,0.0266622137278318,0.0043524866923689,0.5336554050445557,0.9786671387661852,0.9786747694015504,1.0,30.0,"[374, 38660, 21043, 527, 39015, 15682, 112213, 55951, 106947, 126957]","[' is', ' adalah', '是', ' are', ' là', 'は', '是在', ' 是', '的是', '是不']","In my experience,"
76227,0.0061288666911423,0.9541667103767396,0.0014182209270074,0.2238938063383102,0.0002817302884068,0.5239863395690918,0.0011885152198374,0.2353364527225494,0.8472145899936014,0.8472211956977844,1.0,38.4375,"[499, 584, 81096, 358, 577, 1289, 42983, 94707, 15334, 1431]","[' you', ' we', 'iglia', ' I', ' u', 'opy', ' perch', 'otch', ' YOU', '’t']","In my experience,"
106930,-3.084815762122162e-05,0.0,0.020238259807229,-0.0,5.906622391194105e-05,0.054737813770771,0.0202224291861057,0.7141605615615845,0.3339894300922956,0.3339920341968536,1.0,48.75,"[2500, 43063, 103294, 1578, 47984, 5217, 2373, 102695, 11028, 36599]","[' another', 'another', ' 또', ' again', 'ipeg', ' additional', ' version', ' thêm', ' versions', 'additional']","In my experience,"
53386,-1.2501301171141677e-05,0.0,0.0082016102969646,-0.0,0.0016499290941283,0.9430002570152284,0.0077770412899553,0.7663982510566711,0.2503148324145357,0.2503187358379364,2.0,37.3125,"[1587, 656, 1550, 12838, 28156, 23770, 22186, 7131, 14910, 527]","[' does', ' do', ' did', ' Does', 'does', 'did', 'Does', 'Did', ' Did', ' are']","In my experience,"
94236,-1.996202399823233e-06,0.0,0.0013096296461299,-0.0,4.960274964105338e-05,0.1268433481454849,0.001252612681128,0.1766164302825927,0.1967506714325775,0.1967522054910659,1.0,27.75,"[3169, 13124, 15674, 3460, 119938, 4595, 9481, 955, 3392, 63797]","[' kind', ' kinds', 'kind', ' sort', '样的', ' types', ' KIND', ' type', ' amount', '(kind']","In my experience,"
80249,0.0006688875728286,0.1906250119209289,0.0002444672281853,0.1223342716693878,8.476967923343182e-05,0.0967574417591095,0.0002021579275606,0.3824054598808288,0.1751378881679978,0.1751406192779541,2.0,24.375,"[4423, 18570, 5606, 94192, 33634, 21739, 116252, 35272, 104, 41795]","[' someone', ' somebody', ' anyone', ' Somebody', ' Anyone', ' anybody', ' Kaynak', ' Someone', '�', 'Anyone']","In my experience,"
56394,-1.441087306375266e-06,0.0390625037252903,0.000945440493524,-0.0,5.212651012698189e-05,0.0474833473563194,0.0009246110566891,0.4903363287448883,0.172526932517838,0.1725296229124069,2.0,23.4375,"[1070, 5606, 904, 21739, 51426, 3596, 42983, 2684, 5884, 33634]","[' there', ' anyone', ' any', ' anybody', '/how', ' ever', ' perch', ' There', ' Any', ' Anyone']","In my experience,"
99368,-3.538084638421424e-05,0.1106770858168602,0.0232119783759117,-0.0,2.585843685665168e-05,0.0530911497771739,0.0231991093605756,0.5014466047286987,0.1721735881407282,0.1721749305725097,1.0,56.25,"[3025, 112916, 22225, 51629, 17354, 107024, 7284, 87814, 111176, 65288]","[' able', 'lant', ' surely', 'ibal', ' somehow', '伯', 'plus', ' Barg', 'phylum', ' Surely']","In my experience,"
1862,0.0069915917702019,1.0572917461395264,0.0009490365046076,0.2304645180702209,0.0006879714201204,0.6675982475280762,0.0006547279190272,0.4488249719142914,0.027087512704046,0.0270887799561023,6.0,36.0,"[5606, 4423, 21739, 25136, 33634, 51426, 89419, 84729, 41795, 18570]","[' anyone', ' someone', ' anybody', '679', ' Anyone', '/how', ' alguien', 'locs', 'Anyone', ' somebody']","In my experience,"
111894,0.0021904986351728,0.5196614861488342,0.4514501690864563,0.1930176615715026,0.0004782393225468,0.614813506603241,0.4513768553733825,0.8249040842056274,0.00887687009151,0.0088769393041729,1.0,834.0,"[7051, 19929, 90578, 13851, 1981, 58204, 38241, 27083, 93638, 5636]","['irit', '369', '…\n', '::_', '…', '::.', ' aka', ' alike', ' Curso', ' plus']","In my experience,"
98395,0.0105642350390553,1.672395944595337,0.0643233582377433,0.2221488207578659,0.0004564743721857,0.7223909497261047,0.0640373453497886,0.3335676789283752,0.0080908861230286,0.0080913277342915,7.0,81.75,"[1431, 956, 63441, 76641, 387, 6458, 1601, 32613, 34259, 6723]","['’t', ""'t"", 'berra', 'opies', ' be', '/w', 'ister', 'alic', 'tered', 'va']","In my experience,"
68970,0.0230048652738332,3.840104341506958,1.2794560194015503,0.2264377772808075,0.0052678077481687,3.157294988632202,1.2786242961883545,0.994035303592682,0.003873244927699,0.0038732751272618,1.0,196.5,"[73921, 62102, 43556, 22471, 77436, 42086, 54908, 88136, 29233, 71667]","[')frame', ')application', 'UpInside', '/***/', '#af', '>tag', ')did', '...\n\n\n\n\n\n', '-wsj', 'MMdd']","In my experience,"
82758,0.0001455920573789,0.065885417163372,0.0844566151499748,0.1450805366039276,6.340828258544207e-05,0.1315020322799682,0.0844350457191467,0.635278046131134,0.0032898556597109,0.0032902148086577,14.0,210.0,"[41077, 86449, 91136, 17996, 115348, 75960, 44062, 46249, 122443, 34304]","['alars', 'odie', 'peon', 'ento', 'podob', 'templ', 'afil', '&apos', '.Α', 'iferay']","In my experience,"
30452,-5.993655213387683e-05,0.0369791686534881,0.0393220074474811,-0.0,3.8203204894671217e-05,0.0578390285372734,0.039313580840826,0.7377699017524719,0.0032232316830041,0.003223558422178,13.0,100.5,"[3522, 76077, 27163, 104411, 111480, 43351, 4748, 30148, 79361, 115328]","['gether', 'elah', 'etheless', 'этому', 'ovit', 'stantiate', 'oe', 'ois', 'MUX', ' �']","In my experience,"
118990,0.000654489675071,0.246223971247673,0.0027864549774676,0.0932211950421333,0.0001663562143221,0.1119959354400634,0.0027388031594455,0.6622034907341003,0.0014657336549193,0.00146637391299,56.0,21.9375,"[2082, 47200, 31643, 27452, 13890, 1889, 94332, 92160, 1010, 734]","[' code', '代码', '️', '例', ' equivalent', 'code', 'inne', 'Equivalent', 'ception', ' function']","In my experience,"
120219,-7.691150472055597e-07,0.0675781294703483,0.0005045860307291,-0.0,3.0330165827763267e-05,0.0220446959137916,0.000495339394547,0.6132537126541138,0.0013446864272737,0.0013450115220621,31.0,13.96875,"[3770, 21883, 121159, 39314, 54277, 83850, 80407, 6247, 88852, 47200]","[' below', ' Below', 'コード', 'Below', 'below', '_below', 'sing', ' Code', '以下', '代码']","In my experience,"
39712,-4.10691718570888e-05,0.1002604216337204,0.0269438624382019,-0.0,0.0004048332921229,0.222756877541542,0.0268555264919996,0.8702902793884277,0.0010118379562639,0.0010123036336153,59.0,65.25,"[25350, 23204, 22575, 9428, 88585, 76072, 105830, 701, 89438, 6261]","['989', ' tabs', 'kee', ' fav', 'ompiler', 'Mahon', 'زه', ' your', ' BaseType', ' yourself']","In my experience,"
11532,-5.079678544461785e-07,0.0,0.000333257659804,-0.0,4.573751357384026e-05,0.0740380734205246,0.0002997846750076,0.2713479399681091,0.0005862889322284,0.0005864443955942,34.0,19.59375,"[8741, 16296, 22850, 86614, 29774, 2515, 111880, 53410, 15727, 3621]","[' happens', ' consequences', ' wenn', 'ちは', ' consequence', ' effect', 'нд', 'mage', 'ToProps', ' happen']","In my experience,"
45796,-3.445760739850812e-05,0.1154947951436042,0.0226062778383493,-0.0,3.082179318880662e-05,0.1104567646980285,0.0225671268999576,0.2567708194255829,0.0004720738365566,0.0004727336054202,179.0,55.5,"[1601, 84796, 3948, 81096, 24553, 9487, 61157, 113821, 1081, 1289]","['ister', 'uckles', 'ught', 'iglia', 'icular', 'isters', 'egie', 'ケット', ' comm', 'opy']","In my experience,"
89309,-5.662152489094296e-07,0.0,0.0003714714839588,-0.0,5.817981582367793e-05,0.0468109622597694,0.0003503797343,0.5454877614974976,7.661098722992446e-05,7.688313780818135e-05,454.0,24.0,"[79691, 28376, 86795, 42999, 2502, 1152, 46409, 76581, 81605, 77398]","['üz', 'assen', 'ertil', 'lopen', 'ogle', 'olum', '_exports', 'ushman', ' {{\n', 'PosY']","In my experience,"
91148,-7.471522167179501e-06,0.0,0.0049017709679901,-0.0,4.049907511216588e-05,0.0313643515110015,0.0048897149972617,0.6648978590965271,5.498432854463039e-05,5.600347867584787e-05,2334.0,23.15625,"[108047, 35654, 78728, 77032, 79566, 125617, 20058, 59919, 46669, 7259]","['곡', 'soever', 'ombat', 'SUP', 'kus', ' Všech', 'plash', 'iston', 'ichever', 'undred']","In my experience,"
78920,-5.246326963970205e-06,0.0,0.0034419081639498,-0.0,2.9588210963993333e-05,0.0331299379467964,0.0034283990971744,0.456999272108078,5.068034105844452e-05,5.174546095076949e-05,2640.0,22.875,"[95489, 58404, 101068, 60320, 53493, 3916, 125441, 112644, 3466, 94620]","[' Hindered', 'stuff', 'lá', 'ubit', '=""?', 'ales', '어진', 'eru', 'ocus', '.deleteById']","In my experience,"
71797,-1.821133264456876e-05,0.0,0.0119477370753884,-0.0,2.9415425160550512e-05,0.0334775671362876,0.01193786598742,0.6184834837913513,4.548465102686465e-05,4.56805428257212e-05,550.0,23.8125,"[26222, 1005, 10648, 62851, 53594, 116278, 23602, 52871, 5918, 54093]","[' handy', ' use', ' usage', ' misuse', 'pedo', 'kova', '�', ' Burger', ' built', 'astos']","In my experience,"
40101,-2.939212890851195e-06,0.028255209326744,0.0019283016445115,-0.0,0.0003458734136074,0.2521223425865173,0.0018148953095078,0.6013916730880737,3.868988135691697e-05,3.8873251469340175e-05,605.0,21.28125,"[11495, 13003, 24417, 49054, 21990, 75689, 7342, 53495, 54239, 30758]","[' famous', ' dates', ' oldest', '.did', '生', 'zcze', ' birth', ' Relief', '%c', ' earliest']","In my experience,"
92859,-1.8933995988845709e-06,0.0,0.0012421847786754,-0.0,0.0004917014157399,0.7622424364089966,0.0008965946035459,0.2813234329223633,3.254944362000681e-05,3.292553446954116e-05,1465.0,33.75,"[10470, 33963, 20007, 97576, 1123, 88270, 114525, 87722, 112883, 70974]","['dy', 'ellt', 'Argb', 'agged', 'idth', 'setattr', 'raya', 'Stuff', 'бач', '.nano']","In my experience,"
44904,0.0056968051940202,1.0190104246139526,0.6755020618438721,0.2300062179565429,0.0015684402314946,1.1438519954681396,0.6752916574478149,0.9876325130462646,3.070178621728923e-05,3.0723105737706646e-05,89.0,23.71875,"[46431, 46249, 97282, 12515, 30848, 79946, 62904, 123601, 80394, 201]","['\xading', '&apos', '\xadi', '...\n', ' \u200b', ' ¶', ' �', '。本', 'afone', '\r']","In my experience,"
33235,-3.14609169436153e-05,0.038020834326744,0.0206402651965618,-0.0,2.708532338147052e-05,0.0349664241075515,0.0206338930875062,0.7280046343803406,2.2538686633203257e-05,2.2793356038164347e-05,1433.0,52.125,"[69760, 4696, 7185, 63885, 111173, 12684, 118682, 123550, 14345, 22375]","[' tangent', ' …', ' interesting', 'lei', 'ѕ', 'noon', ' Bilg', 'ilin', ' phen', '711']","In my experience,"
48201,-2.278499596286565e-05,0.53125,0.0149483364075422,-0.0,0.0015521760797128,0.7329021096229553,0.0146264228969812,0.9342862963676452,1.893792331500748e-05,1.9521328795235604e-05,3833.0,16.21875,"[121569, 68482, 124211, 20092, 88722, 30807, 2159, 77535, 76743, 33743]","[' 다운받기', ' bitte', '给我', 'ISTER', 'ANTI', 'wiki', 'ond', '생', 'éra', '_AB']","In my experience,"
102953,-0.0001953322644112,0.3856770992279053,0.1281497925519943,-0.0,0.0011763920774683,0.6275477409362793,0.1279250383377075,0.950374960899353,1.0369446151415417e-05,1.1326574167469516e-05,10838.0,46.6875,"[52706, 89910, 125041, 118470, 67690, 111972, 99582, 57416, 66867, 25188]","['ylland', 'vero', 'ルク', ' konkrét', '%C', '�n', 'ILLA', 'luet', 'ouv', 'borg']","In my experience,"
93827,0.0063103819265961,0.9583333730697632,0.0148842735216021,0.2302664369344711,0.0015818681567907,0.7116281390190125,0.0145753985270857,0.9803150296211244,9.78464379817571e-06,1.0547126294113696e-05,9272.0,19.21875,"[5681, 17197, 79636, 7662, 29233, 66030, 96173, 14602, 6757, 63193]","['�', 'ToolStripMenuItem', 'brtc', '-lg', '-wsj', 'DataGridViewTextBoxColumn', ' utrecht', 'ittest', 'rial', ' iii']","In my experience,"
114050,0.0036408577580004,0.7651042342185974,0.0056409826502203,0.1662036478519439,0.0007635473739355,0.3743321597576141,0.005479612853378,0.896799623966217,8.49712114588892e-06,8.96591336640995e-06,6706.0,16.78125,"[73463, 62619, 5879, 97282, 91374, 63102, 124211, 97308, 89052, 16067]","[' \u200b\u200b', '\ufeff\n', '\xad', '\xadi', ' gezocht', ' nackte', '给我', 'erah', 'ью', '\u200b']","In my experience,"
28507,-6.88441218699154e-07,0.0,0.0004516591143328,-0.0,3.741540058399551e-05,0.0245169773697853,0.0004407271335367,0.675620973110199,4.127697916126675e-06,4.6671311793033965e-06,14824.0,16.125,"[99715, 51426, 9195, 78049, 11042, 22750, 7041, 8462, 96405, 115464]","['yat', '/how', 'enum', 'essler', 'TF', '912', ' exactly', 'fx', 'acus', 'まる']","In my experience,"
107804,0.0022987814154475,0.3513020873069763,0.0004484648525249,0.2280757427215576,0.0001503464009147,0.1942627429962158,0.0003632497100625,0.3378252387046814,3.4356021385311656e-06,4.277277639630484e-06,25238.0,19.875,"[3516, 58640, 44058, 89569, 1520, 15574, 48506, 2968, 10012, 62998]","['lem', ' FactoryGirl', 'stown', ' FactoryBot', ' help', '257', ' Lem', 'ability', 'igure', 'quoi']","In my experience,"
63851,0.003876115893945,0.6287760734558105,0.0152109060436487,0.2160845845937729,0.0009956101421266,0.4588265419006347,0.0150143494829535,0.9653873443603516,2.916759013747132e-06,3.115147592325229e-06,8168.0,14.8125,"[5380, 87527, 111972, 82028, 25188, 1980, 1981, 28413, 46249, 74630]","['?\n', ')?\n', '�n', ' Uncategorized', 'borg', '?\n\n', '…', 'onders', '&apos', ')?\n\n']","In my experience,"
118242,-4.1025290556717664e-05,0.0,0.0269150752574205,-0.0,0.0001177238591481,0.0928900688886642,0.026884900406003,0.7430059909820557,2.7192912018370906e-06,3.689038749143947e-06,33715.0,24.375,"[1, 863, 25130, 58858, 36165, 52518, 46737, 78828, 31843, 92]","['""', '”', '[/', '\\)', '()""', '"":\n\n', ' *@', '""+""', ' ____', '}']","In my experience,"
118936,-1.4034126252226995e-05,0.0,0.0092072365805506,-0.0,5.754631638410501e-05,0.0747493356466293,0.0091773997992277,0.4161894023418426,2.167691526254116e-06,2.36025744015933e-06,10464.0,22.125,"[106514, 65886, 20582, 95666, 12328, 101021, 16926, 126374, 114829, 78246]","['ерб', 'reu', 'beit', ' Wilkinson', 'uv', 'انه', ' gonna', ' Gür', '인데', '//{{']","In my experience,"
76674,-1.0609388709781342e-06,0.0,0.0006960401660762,-0.0,4.629937029676512e-05,0.0708636716008186,0.0006641705986112,0.2903595864772796,1.0817948474032694e-06,1.2733141829812666e-06,19291.0,21.09375,"[77731, 73639, 53733, 42455, 75669, 7088, 12448, 16926, 86561, 69745]","['grave', 'axter', 'ereg', '.fs', 'iceps', 'ipo', '509', ' gonna', ' Shall', '.echo']","In my experience,"
35743,-1.6568759747315198e-05,0.0,0.0108701093122363,-0.0,2.460163159412332e-05,0.0402494668960571,0.0108566815033555,0.4446065425872803,1.0662118517739803e-06,1.3426945315586636e-06,26410.0,24.1875,"[72660, 45343, 29574, 81859, 41781, 62630, 64001, 22129, 68369, 102366]","['linger', 'mlink', 'acre', '.atom', 'okers', 'abyrinth', 'Budget', 'nest', 'moon', 'ậy']","In my experience,"
65756,-3.835028792309458e-07,0.0,0.0002516011008992,-0.0,4.950482616550289e-05,0.0423100814223289,0.0002324997913092,0.5124995112419128,9.138374841018412e-07,1.469325297875912e-06,48488.0,19.6875,"[59037, 82502, 99397, 61175, 4860, 58142, 68799, 24715, 17800, 35775]","['ertz', 'ubits', '問', 'bole', ' questions', 'enties', 'ISK', '��', 'questions', 'olist']","In my experience,"
4365,-5.7326942624058574e-06,0.0,0.0037609946448355,-0.0,3.323721466585994e-05,0.0262848529964685,0.0037507363595068,0.6445143818855286,3.765295418902466e-07,5.630820965052408e-07,42492.0,14.8125,"[31041, 43615, 45418, 90207, 98358, 96006, 35034, 59899, 74346, 76442]","['�数', '.opens', ' Roose', 'actionDate', 'HeaderCode', 'ableViewController', 'еств', '-webpack', 'tabpanel', 'ApplicationBuilder']","In my experience,"
89264,-3.819771791313542e-06,0.0289062522351741,0.0025060016196221,-0.0,0.0025358106940984,1.7949583530426023,0.001692235819064,0.6150299906730652,3.572203526814974e-07,3.9680287500232236e-07,12794.0,33.375,"[72789, 6811, 71435, 60351, 111181, 104647, 98654, 114035, 91037, 83128]","['enso', ' difference', 'aea', 'difference', 'ovice', 'รร', 'iasi', '倉', ' IMessage', 'alom']","In my experience,"
841,-1.055937104865734e-06,0.0,0.0006927587091922,-0.0,0.0005210309755057,0.2847948968410492,0.0005637386348098,0.7969649434089661,3.047518632857419e-07,3.547812923443417e-07,18086.0,20.53125,"[16437, 119768, 55397, 24547, 120797, 68636, 117270, 82614, 42319, 77922]","[' precision', 'арч', 'eco', ' pip', 'ویش', 'atrice', 'alim', ' Specialty', ' Synd', '.lucene']","In my experience,"
34814,0.0027827150188386,0.6106771230697632,0.0022165647242218,0.1589706987142563,0.0009079845040105,0.4233249723911285,0.0020301870536059,0.9359966516494752,1.969477955110599e-07,4.032782499052701e-07,65620.0,13.5,"[118470, 66338, 11951, 113012, 4726, 27575, 36507, 117967, 2485, 6823]","[' konkrét', '환', ' specifically', '\u202f', ' further', ' Footer', 'VERR', 'onavir', 'https', '�']","In my experience,"
63916,0.003571112640202,0.5414062738418579,0.0047365026548504,0.2302981168031692,0.0028111240826547,1.2501325607299805,0.0041752327233552,0.9801629185676576,1.9051817950201385e-07,4.34888846712056e-07,72069.0,19.125,"[3522, 22886, 20583, 17868, 11974, 17234, 43351, 41644, 34372, 65167]","['gether', 'bidden', 'theless', 'itionally', 'bsites', 'arLayout', 'stantiate', 'terior', 'tempts', 'nger']","In my experience,"
51482,-2.4200262487283908e-06,0.0,0.0015876838006079,-0.0,3.4034590498777106e-05,0.0221864935010671,0.0015783170238137,0.714302122592926,5.475437845214029e-08,1.0042152354117206e-07,58325.0,20.53125,"[87085, 123680, 67858, 19098, 97865, 70974, 1468, 109229, 123947, 29668]","['.BorderFactory', '挙', '<X', ' Budd', 'InputLabel', '.nano', 'itt', 'ーブ', ' üye', 'erness']","In my experience,"
96221,-1.577069087943528e-05,0.0276041682809591,0.0103465281426906,-0.0,6.312840559985489e-05,0.0438240990042686,0.0103314640000462,0.7827306389808655,3.2053861744071813e-08,4.202375691875204e-08,30428.0,23.25,"[43801, 105428, 28523, 90131, 108874, 127023, 78759, 94514, 68993, 12230]","['/vnd', 'unuz', 'ogue', 'reece', ' verdi', 'حداث', '.libs', 'locker', '.kr', 'ESSAGE']","In my experience,"
111275,0.0042328471317887,0.7365885972976685,0.270646333694458,0.2197501957416534,0.0004904975648969,0.4223621189594269,0.2705811262130737,0.9296788573265076,3.2584713015805922e-09,4.374369311221926e-09,32718.0,28.6875,"[41519, 109455, 82000, 31642, 58643, 101187, 49589, 57290, 70600, 89026]","['��', '��', '.scalablytyped', ' EXEMPLARY', ' jadx', '��', 'taboola', 'turnstile', ' STDCALL', ' TMPro']","In my experience,"
47226,-1.9364739273441955e-05,0.0,0.0127044413238763,-0.0,3.2046445994637907e-05,0.0508933141827583,0.0126869985833764,0.4390771389007568,1.8150726700913238e-09,2.8358382309079392e-08,120047.0,18.28125,"[8, 705, 121026, 117432, 105698, 83296, 340, 105021, 7400, 70322]","[')', '),', '์)', 'Архів', ')،', '.AutoComplete', ')\n', '〈', ')]', '((_']","In my experience,"
5735,0.0024896981194615,0.4888021051883697,0.0906368419528007,0.1873271465301513,0.0007647533202543,0.4128389060497284,0.0904937162995338,0.9509111046791076,1.549710483026926e-09,1.0603908862094611e-08,109512.0,19.78125,"[23002, 126941, 126720, 84677, 63102, 76787, 97663, 63122, 27046, 38241]","[' erotische', ' bát', ' dán', ' meiden', ' nackte', ' treff', ' erotisch', ' geil', ' :)', ' aka']","In my experience,"
44823,0.0044596847146749,0.8175781965255737,0.3966888785362243,0.215837225317955,0.0010903824586421,0.7722276449203491,0.396521508693695,0.9544163346290588,4.6515019962857466e-10,6.520033224433065e-08,127341.0,37.3125,"[10416, 90578, 117054, 126459, 107124, 46433, 38706, 1981, 66621, 21060]","[' […', '…\n', ' …\n', ' […]\n', 'орая', ' Â', '\tthrows', '…', ' ….', '….']","In my experience,"
